id,name,size,aui
6790,Concussion and oedema of lumbar spinal cord,894,A0902649
6791,Injury of heart with haemopericardium,894,A0971197
6792,Glucocorticoids and synthetic analogues,894,A0951360
6793,Premature rupture of membranes labour delayed by therapy,894,A1054645
6794,Toxic reaction to local anaesthesia during pregnancy,894,A1105176
6795,Toxic reaction to local anaesthesia during the puerperium,894,A1105179
6796,Cardiac complications of anaesthesia during labour and delivery,894,A0891319
6797,Central nervous system complications of anaesthesia during labour and delivery,894,A0893016
6798,Failed or difficult intubation during labour and delivery,894,A0938555
6799,Haematoma of obstetric wound,894,A0955976
6800,Intraventricular haemorrhage due to birth injury,894,A0976266
6801,Cerebral oedema due to birth injury,894,A0893407
6802,Intraventricular (nontraumatic) haemorrhage grade 1 of fetus and newborn,894,A0976245
6803,Intraventricular (nontraumatic) haemorrhage grade 2 of fetus and newborn,894,A0976248
6804,Intraventricular (nontraumatic) haemorrhage grade 3 of fetus and newborn,894,A0976251
6805,Subarachnoid haemorrhage due to birth injury,894,A1092806
6806,Neonatal vaginal haemorrhage,894,A1010266
6807,Intracerebral (nontraumatic) haemorrhage of fetus and newborn,894,A0975529
6808,Cerebellar (nontraumatic) and posterior fossa haemorrhage of fetus and newborn,894,A0893217
6809,Neonatal haematemesis,894,A1010092
6810,Neonatal melaena,894,A1010196
6811,Neonatal rectal haemorrhage,894,A1010219
6812,Congenital anaemia from fetal blood loss,894,A0903301
6813,Neonatal cerebral ischaemia,894,A1010018
6814,Delivery by elective caesarean section,894,A0914714
6815,Delivery by emergency caesarean section,894,A0914718
6816,Tracheobronchial haemorrhage originating in the perinatal period,894,A1105358
6817,Primary sleep apnoea of newborn,894,A1056104
6818,Pulmonary haemorrhage originating in the perinatal period,1000,A1059719
6819,Unspecified pulmonary haemorrhage originating in the perinatal period,894,A1112843
6820,Iatrogenic neonatal hypoglycaemia,894,A0965424
6821,Dizziness and giddiness,1000,A0243725
6822,Abnormal head movements,894,A0852308
6823,Anaesthesia of skin,894,A0863507
6824,Delayed milestone,894,A0914579
6825,Other symptoms and signs involving the urinary system,1000,A1035254
6826,Extrarenal uraemia,894,A0935375
6827,Abnormal level of blood mineral,894,A0852370
6828,Abnormal results of function studies,1000,A0852456
6829,Abnormal results of function studies of central nervous system,894,A0852458
6830,Abnormal results of pulmonary function studies,894,A0852478
6831,Abnormal results of cardiovascular function studies,894,A0852453
6832,Abnormal results of thyroid function studies,894,A0852481
6833,Raised antibody titre,894,A1063679
6834,Nonspecific low blood-pressure reading,894,A1012853
6835,Persistent fever,894,A1046765
6836,Localized hyperhidrosis,894,A0989092
6837,Generalized hyperhidrosis,894,A0950423
6838,Unhappiness,894,A1110966
6839,Demoralization and apathy,894,A0914898
6840,Irritability and anger,894,A0976974
6841,Physical violence,894,A1048105
6842,Chronic intractable pain,894,A0896208
6843,Restlessness and agitation,894,A1069877
6844,Localized swelling mass and lump upper limb,894,A0989169
6845,Localized swelling mass and lump lower limb,894,A0989151
6846,Localized swelling mass and lump multiple sites,894,A0989155
6847,Generalized enlarged lymph nodes,894,A0950415
6848,Abnormality of albumin,894,A0852557
6849,Abnormality of globulin,894,A0852576
6850,Abnormality of alphafetoprotein,894,A0852561
6851,Abnormal plasma viscosity,894,A0852428
6852,Laboratory evidence of human immunodeficiency virus [HIV],1000,A0982569
6853,Findings of drugs and other substances not normally found in blood,1000,A0942974
6854,Finding of cocaine in blood,894,A0942942
6855,Finding of hallucinogen in blood,894,A0942946
6856,Finding of psychotropic drug in blood,894,A0942960
6857,Finding of steroid agent in blood,894,A0942964
6858,Abnormal findings on microbiological examination of urine,894,A0852271
6859,Abnormal findings on cytological and histological examination of urine,894,A0852206
6860,Abnormal findings in cerebrospinal fluid abnormal level of enzymes,894,A0852074
6861,Abnormal findings in cerebrospinal fluid abnormal level of hormones,894,A0852076
6862,Abnormal findings in cerebrospinal fluid abnormal level of other drugs medicaments and biological substances,894,A0852078
6863,Abnormal findings in cerebrospinal fluid abnormal level of substances chiefly nonmedicinal as to source,894,A0852080
6864,Abnormal findings in cerebrospinal fluid abnormal immunological findings,894,A0852072
6865,Abnormal findings in cerebrospinal fluid abnormal cytological findings,894,A0852068
6866,Abnormal findings in cerebrospinal fluid abnormal histological findings,894,A0852070
6867,Abnormal findings in specimens from respiratory organs and thorax unspecified abnormal finding,894,A0852201
6868,Abnormal findings in specimens from respiratory organs and thorax,1000,A0852180
6869,Abnormal findings in specimens from respiratory organs and thorax abnormal level of enzymes,894,A0852189
6870,Abnormal findings in specimens from respiratory organs and thorax abnormal level of hormones,894,A0852191
6871,Abnormal findings in specimens from respiratory organs and thorax abnormal level of substances chiefly nonmedicinal as to source,894,A0852195
6872,Abnormal findings in specimens from respiratory organs and thorax abnormal immunological findings,894,A0852187
6873,Abnormal findings in specimens from respiratory organs and thorax abnormal cytological findings,894,A0852183
6874,Abnormal findings in specimens from respiratory organs and thorax abnormal histological findings,894,A0852185
6875,Abnormal findings in specimens from digestive organs and abdominal cavity,1000,A0852088
6876,Abnormal findings in specimens from digestive organs and abdominal cavity unspecified abnormal finding,894,A0852110
6877,Abnormal findings in specimens from digestive organs and abdominal cavity abnormal level of enzymes,894,A0852098
6878,Abnormal findings in specimens from digestive organs and abdominal cavity abnormal level of hormones,894,A0852100
6879,Abnormal findings in specimens from digestive organs and abdominal cavity abnormal level of substances chiefly nonmedicinal as to source,894,A0852104
6880,Abnormal findings in specimens from digestive organs and abdominal cavity abnormal immunological findings,894,A0852096
6881,Abnormal findings in specimens from digestive organs and abdominal cavity abnormal microbiological findings,894,A0852106
6882,Abnormal findings in specimens from digestive organs and abdominal cavity abnormal cytological findings,894,A0852092
6883,Abnormal findings in specimens from digestive organs and abdominal cavity abnormal histological findings,894,A0852094
6884,Abnormal findings in specimens from male genital organs unspecified abnormal finding,894,A0852156
6885,Abnormal findings in specimens from male genital organs,1000,A0852135
6886,Abnormal findings in specimens from male genital organs abnormal level of enzymes,894,A0852144
6887,Abnormal findings in specimens from male genital organs abnormal level of other drugs medicaments and biological substances,894,A0852148
6888,Abnormal findings in specimens from male genital organs abnormal level of substances chiefly nonmedicinal as to source,894,A0852150
6889,Abnormal findings in specimens from male genital organs abnormal immunological findings,894,A0852142
6890,Abnormal findings in specimens from male genital organs abnormal microbiological findings,894,A0852152
6891,Abnormal findings in specimens from male genital organs abnormal cytological findings,894,A0852138
6892,Abnormal findings in specimens from male genital organs abnormal histological findings,894,A0852140
6893,Abnormal findings in specimens from female genital organs abnormal level of hormones,894,A0852123
6894,Abnormal findings in specimens from female genital organs abnormal level of other drugs medicaments and biological substances,894,A0852125
6895,Abnormal findings in specimens from female genital organs abnormal level of substances chiefly nonmedicinal as to source,894,A0852127
6896,Abnormal findings in specimens from female genital organs abnormal immunological findings,894,A0852119
6897,Abnormal findings in specimens from female genital organs abnormal microbiological findings,894,A0852129
6898,Abnormal findings in specimens from female genital organs abnormal histological findings,894,A0852117
6899,Abnormal findings on diagnostic imaging of limbs,894,A0852221
6900,Symptoms and signs involving appearance and behaviour,1000,A1096864
6901,Very low level of personal hygiene,894,A1117498
6902,Bizarre personal appearance,894,A0879255
6903,Strange and inexplicable behaviour,894,A1092156
6904,Suspiciousness and marked evasiveness,894,A1096339
6905,Undue concern and preoccupation with stressful events,894,A1110917
6906,Contact with and exposure to human immunodeficiency virus [HIV],894,A0905149
6907,Asymptomatic human immunodeficiency virus [HIV] infection status,1000,A0648955
6908,Contact with and exposure to viral hepatitis,894,A0905169
6909,Contact with and exposure to pediculosis acariasis and other infestations,894,A0905158
6910,Need for immunization against viral hepatitis,894,A1009596
6911,Need for immunization against leishmaniasis,894,A1009545
6912,Family history of eye and ear disorders,894,A0940113
6913,Family history of diseases of the respiratory system,894,A0940099
6914,Family history of mental and behavioural disorders,1000,A0940169
6915,Family history of alcohol abuse,894,A0940072
6916,Family history of tobacco abuse,894,A0940229
6917,Family history of other mental and behavioural disorders,894,A0940206
6918,Personal history of poor personal hygiene,894,A1047207
6919,Personal history of unhealthy sleep-wake schedule,894,A1047233
6920,Personal history of self-harm,894,A1047222
6921,Personal history of medical treatment unspecified,894,A1047149
6922,Personal history of medical treatment,1000,A1047145
6923,Personal history of long-term (current) use of anticoagulants,894,A1047102
6924,Personal history of rehabilitation measures,894,A1047215
6925,Supervision of pregnancy with history of insufficient antenatal care,894,A1095265
6926,Supervision of very young primigravida,894,A1095271
6927,Supervision of high-risk pregnancy due to social problems,894,A1095248
6928,Presence of aortocoronary bypass graft,894,A1055003
6929,Presence of coronary angioplasty implant and graft,894,A1055031
6930,Presence of otological and audiological implants,894,A1055091
6931,Presence of endocrine implants,894,A1055040
6932,Presence of tooth-root and mandibular implants,894,A1055104
6933,Presence of artificial limb (complete) (partial),894,A1055012
6934,Presence of dental prosthetic device (complete) (partial),894,A1055035
6935,Presence of spectacles and contact lenses,894,A1055101
6936,Presence of external hearing-aid,894,A1055043
6937,Dependence on wheelchair,894,A0915290
6938,Problem related to education and literacy unspecified,894,A1056410
6939,Problems related to education and literacy,1000,A1056486
6940,Illiteracy and low-level literacy,894,A0966326
6941,Schooling unavailable and unattainable,894,A1079805
6942,Problems related to employment and unemployment,1000,A1056489
6943,Change of job,894,A0894075
6944,Threat of job loss,894,A1103258
6945,Stressful work schedule,894,A1092354
6946,Discord with boss and workmates,894,A0918651
6947,Occupational exposure to risk-factors,1000,A1020047
6948,Occupational exposure to radiation,894,A1020041
6949,Occupational exposure to dust,894,A1020023
6950,Occupational exposure to toxic agents in agriculture,894,A1020050
6951,Occupational exposure to extreme temperature,894,A1020028
6952,Occupational exposure to vibration,894,A1020060
6953,Occupational exposure to unspecified risk-factor,894,A1020057
6954,Problems related to physical environment,1000,A1056512
6955,Exposure to air pollution,894,A0933771
6956,Exposure to water pollution,894,A0934394
6957,Inadequate drinking-water supply,894,A0967267
6958,Problem related to physical environment unspecified,894,A1056417
6959,Problems related to housing and economic circumstances,1000,A1056492
6960,Discord with neighbours lodgers and landlord,894,A0918663
6961,Lack of adequate food,894,A0982725
6962,Extreme poverty,894,A0935416
6963,Insufficient social insurance and welfare support,894,A0973375
6964,Problems related to social environment,1000,A1056518
6965,Problems of adjustment to life-cycle transitions,894,A1056468
6966,Atypical parenting situation,894,A0872310
6967,Social exclusion and rejection,894,A1087693
6968,Inadequate family support,894,A0967270
6969,Absence of family member,894,A0852910
6970,Disappearance and death of family member,894,A0918463
6971,Dependent relative needing care at home,894,A0915301
6972,Problems related to negative life events in childhood,1000,A1056505
6973,Loss of love relationship in childhood,894,A0989588
